GFA_sqm,Building_Type,Num_Floors,Year_Built,Structure_Type,Actual_Scope3_tCO2e,Intensity_kgCO2e_m2,City,Country,Latitude,Longitude
44734,Healthcare,33,1980,Timber,19155.192879618764,428.2021030897922,Berlin,Germany,52.59304963582821,13.368073149154688
48159,Residential,5,1996,Timber,9714.216389341518,201.7113392998509,Stockholm,Sweden,59.35468905901027,17.931585950961903
5219,Office,7,1989,Mixed,1828.0750276483657,350.2730461100528,Paris,France,48.89292489660895,2.2062025203196334
9646,Healthcare,34,2012,Mixed,5504.533426707003,570.6545124100148,Lisbon,Portugal,38.79771699820708,-9.022614038499691
13225,Education,26,2006,Timber,4053.661679068772,306.515060799151,Paris,France,48.90696875355249,2.365437174370416
6142,Residential,1,1991,Steel,3415.2600496436476,556.050154614726,London,United Kingdom,51.63713255989566,-0.09952045285429029
15592,Residential,32,2008,Mixed,7616.172729608611,488.46669635765846,Dublin,Ireland,53.30436412431651,-6.173379199196052
20668,Residential,28,2010,Timber,6543.128116525176,316.5825486996892,London,United Kingdom,51.656479665211855,0.014395922380084358
4181,Office,8,2021,Timber,956.9637559190487,228.88394066468516,Rome,Italy,41.813381127611876,12.576483899914512
14187,Healthcare,29,1984,Timber,4988.16792150094,351.60131962366535,Paris,France,48.966029919900464,2.2868120205118765
44499,Healthcare,11,1987,Steel,32706.258997948713,734.9886289118567,Madrid,Spain,40.31797898940322,-3.7467332308043746
12553,Office,3,2003,Concrete,5410.67206184902,431.02621380140357,Dublin,Ireland,53.38597255976228,-6.19912624489279
6878,Education,14,1983,Mixed,2682.9734974415674,390.0804736030194,Stockholm,Sweden,59.26689544978346,18.067501683837758
37569,Education,36,2008,Mixed,19390.27143089185,516.1242362291212,Dublin,Ireland,53.36435394385069,-6.186812861790907
33431,Education,4,2021,Concrete,16713.95332388845,499.9537352723056,Paris,France,48.919988926959654,2.2145449084111273
24181,Office,9,2007,Concrete,11401.499110694882,471.50651795603494,Madrid,Spain,40.49914505169119,-3.6301121329344532
39677,Office,8,2016,Mixed,16895.392738889284,425.8233419585474,Oslo,Norway,59.91031691255754,10.63952602887734
24534,Residential,33,1986,Concrete,13638.987023756192,555.9218645046136,Stockholm,Sweden,59.31844734219155,18.16652683985501
7055,Education,12,2015,Steel,4600.293075489925,652.0613856116124,Oslo,Norway,59.824346689535545,10.808185249160118
10972,Education,28,1991,Steel,8168.856925275306,744.5184948300498,Madrid,Spain,40.4283463171486,-3.768222687472403
45103,Office,31,2000,Steel,30611.91668001678,678.7113203116596,Dublin,Ireland,53.30062503294844,-6.20113067986414
14127,Residential,1,2000,Timber,2865.8899620811385,202.8661401628894,Oslo,Norway,59.909505811505866,10.699075151792952
47425,Healthcare,39,1986,Steel,43643.858395934156,920.271131174152,Paris,France,48.80223206109627,2.3278083561090783
4868,Healthcare,21,2012,Steel,3645.8864169548615,748.9495515519436,Madrid,Spain,40.34668494475467,-3.617930402721826
32583,Healthcare,27,2018,Concrete,24015.711919886337,737.0626375682514,Amsterdam,Netherlands,52.35995374110403,4.903924326866145
25606,Education,30,1993,Mixed,13206.859278117015,515.7720564757094,Rome,Italy,41.94533302488913,12.441854761438275
12782,Residential,18,2017,Concrete,6705.333270506333,524.5918690741928,London,United Kingdom,51.500559989551135,0.05713906015140913
26230,Healthcare,2,2002,Timber,6451.000503697407,245.93978283253554,Lisbon,Portugal,38.71992475333511,-9.012215155055776
44954,Healthcare,10,2018,Concrete,29190.418639179446,649.3397392707978,Berlin,Germany,52.527720648024044,13.437350914099419
8943,Education,13,2001,Mixed,3382.7234127368056,378.25376414366605,Berlin,Germany,52.44691261885341,13.47054098957726
13718,Office,6,1997,Concrete,6173.128969958924,450.0021118208868,Rome,Italy,41.88049546261786,12.465018345433538
7017,Healthcare,2,2020,Mixed,3009.1790797981416,428.8412540684255,Lisbon,Portugal,38.746874679398275,-9.02500455860041
48364,Office,12,2020,Steel,30575.20656231873,632.1893673459335,Oslo,Norway,59.87915567973556,10.864912178137978
40808,Education,37,1997,Concrete,27914.61740513855,684.0476721510132,Amsterdam,Netherlands,52.387944743192946,4.900108600965777
4877,Residential,32,2004,Mixed,2421.270341380227,496.46716042243736,Paris,France,48.89022748419436,2.4423474248005643
17699,Education,29,2000,Timber,5382.226577706372,304.09777827596884,Berlin,Germany,52.40462081752467,13.583402438621535
1808,Office,4,1981,Timber,325.83354112437735,180.21766655109366,Madrid,Spain,40.46185006351144,-3.6520559958998637
48878,Education,39,2006,Steel,36303.238864294966,742.731676097528,Dublin,Ireland,53.3010155046574,-6.152086163885985
6892,Office,7,1998,Steel,3693.935141234705,535.9743385424703,Berlin,Germany,52.549032387498116,13.404584354379262
36900,Education,27,2010,Timber,12234.656340693598,331.5625024578211,London,United Kingdom,51.62915064777909,0.03492185725368446
20695,Healthcare,22,2008,Steel,16645.779580101036,804.3382256632538,London,United Kingdom,51.68242606322818,-0.026160855879994338
21936,Education,13,2003,Mixed,9464.663302017218,431.46714542383376,Dublin,Ireland,53.381175481289965,-6.181772416963505
26703,Healthcare,1,1985,Mixed,11749.758941554372,440.01643791163434,Dublin,Ireland,53.379901540798414,-6.147878605496836
7600,Healthcare,17,2011,Mixed,3779.3106823676007,497.277721364158,Madrid,Spain,40.39373626693131,-3.7394994785477254
10670,Education,25,2009,Steel,7309.083749101211,685.0125350610319,Madrid,Spain,40.409341212886,-3.6658682024531486
14448,Healthcare,13,2000,Mixed,7430.816139675711,514.3145168657054,Stockholm,Sweden,59.39733534993266,18.139045967972983
11636,Education,36,1981,Concrete,7674.859741453681,659.5788708708905,Paris,France,48.95250439738819,2.2401912179243895
36919,Office,22,1987,Timber,9841.9164873518,266.58133988872396,Lisbon,Portugal,38.7622331051397,-9.026358848455954
34407,Residential,29,1999,Mixed,15807.567648954617,459.4288269524985,Berlin,Germany,52.4164215162173,13.522178933532276
16850,Office,33,2009,Concrete,10152.319087559486,602.5115185495243,Berlin,Germany,52.54187525217002,13.324057710112413
44329,Residential,19,2003,Steel,30101.288201345073,679.0427981985849,Dublin,Ireland,53.3344287181905,-6.294626679616323
9099,Healthcare,2,1993,Concrete,5011.978185998711,550.827364105804,Rome,Italy,41.873125496938414,12.447851920829354
21544,Healthcare,25,1993,Timber,8593.326255610958,398.87329444907897,Rome,Italy,41.9874761487797,12.451160256566489
45826,Residential,14,2015,Mixed,17507.013963936606,382.0323389328461,Oslo,Norway,59.90802380894017,10.737611081068438
8625,Healthcare,2,2024,Steel,6085.04337396757,705.5122752426169,Lisbon,Portugal,38.781838941435254,-9.133417331743871
33949,Office,7,2004,Mixed,12673.83081837063,373.3197095163519,Oslo,Norway,59.876318858478975,10.601786985897649
16869,Residential,32,2011,Mixed,8065.114335662972,478.10269344139977,Rome,Italy,41.96422719912412,12.41023558115005
8700,Healthcare,25,2014,Steel,6395.621056773513,735.1288571004038,Amsterdam,Netherlands,52.34506780475656,4.812248089226595
44194,Residential,8,1987,Timber,9505.471675791572,215.08511734152992,Berlin,Germany,52.53941345444471,13.401721428955032
17463,Office,27,1995,Steel,12391.86539823898,709.6069059290489,Berlin,Germany,52.538539349998594,13.343713061596425
35280,Education,29,2012,Concrete,19589.07755685707,555.2459624959488,London,United Kingdom,51.42634749685787,-0.49226133940979677
23178,Healthcare,7,1985,Timber,5679.429310010444,245.03534860688777,Madrid,Spain,40.48123577963008,-3.6694546103038594
43017,Education,20,2000,Mixed,21100.44680292348,490.5141409889923,Madrid,Spain,40.304537666237806,-3.7005862727090517
28879,Office,15,2023,Mixed,11329.104470134478,392.2955943811932,Dublin,Ireland,53.355211651999795,-6.206985803387682
47101,Education,26,2019,Mixed,23028.27546311093,488.91266561455024,Madrid,Spain,40.4529961862687,-3.6714092504016738
15720,Healthcare,27,2021,Concrete,9963.130497705894,633.7869273349805,Berlin,Germany,52.55715845899494,13.319941155055979
25821,Office,21,1999,Steel,17491.84420747777,677.427063532697,London,United Kingdom,51.5466397562362,0.03310342929000043
27352,Office,9,1980,Timber,5732.79229555818,209.59316669926073,Rome,Italy,41.88359064644503,12.487274179700718
43218,Office,21,2007,Mixed,19092.45211022261,441.7708387760334,London,United Kingdom,51.63099523492467,-0.31642312664314953
36121,Healthcare,23,1984,Steel,30908.96072241479,855.7061189450677,Paris,France,48.845328910400355,2.2677400337928595
36259,Education,2,2013,Steel,21533.449219581045,593.8787396117115,Lisbon,Portugal,38.74670986696264,-9.110017109376052
24711,Healthcare,28,2019,Steel,22129.52343478004,895.533302366559,Stockholm,Sweden,59.26649155168853,18.147110534201747
33439,Education,16,2006,Timber,8168.169667706605,244.2707517481565,Lisbon,Portugal,38.71229346025908,-9.017462409305933
39997,Office,29,2010,Timber,12899.454539995077,322.51055179126126,Berlin,Germany,52.414169981286115,13.529328278295432
25232,Office,16,2019,Concrete,13485.064753495344,534.4429594758776,Amsterdam,Netherlands,52.37960671248229,4.910306587099016
31537,Residential,23,2024,Timber,9880.37781052144,313.29479057999936,Dublin,Ireland,53.37774008085055,-6.225570048217106
8676,Residential,11,1993,Mixed,3341.128357263668,385.10008728258043,Lisbon,Portugal,38.75340874769421,-9.118235641862064
47634,Office,10,2012,Steel,31357.43522348432,658.299433670998,Oslo,Norway,59.88239418384955,10.844646576226857
40738,Healthcare,17,2012,Timber,12688.49018562062,311.46571224951197,Dublin,Ireland,53.39969058165794,-6.119327789286375
39748,Education,5,2003,Steel,22211.155850463572,558.7993320535265,Lisbon,Portugal,38.71497115840733,-9.025390448878895
19100,Office,27,1980,Steel,12487.633473678668,653.8027996690403,Berlin,Germany,52.50977843848113,13.586283016174962
10020,Office,24,2016,Timber,2801.8022583636734,279.6209838686301,Amsterdam,Netherlands,52.341511418553395,4.835666620882728
32286,Office,39,2020,Steel,22402.27374544234,693.8695950394085,Madrid,Spain,40.329521280632434,-3.7812652950202823
42516,Office,20,2016,Mixed,20276.04768799315,476.90393470677276,Lisbon,Portugal,38.73190425185396,-9.16861001773618
27954,Healthcare,29,2021,Concrete,20041.22068950789,716.9357047115938,Oslo,Norway,59.94179209916702,10.631956331325702
22587,Healthcare,2,1987,Concrete,11912.635368035895,527.4111377356841,Dublin,Ireland,53.38395887962484,-6.103268389527458
11126,Healthcare,14,2016,Concrete,7397.545433016927,664.8881388654437,Oslo,Norway,59.92043190786662,10.692787593052604
17857,Office,21,2024,Mixed,7705.775540962061,431.5268825089355,Stockholm,Sweden,59.3152938937786,17.916662576354874
49346,Education,31,1980,Steel,34095.38560919594,690.9452763992206,Stockholm,Sweden,59.28146367476708,17.919125326795957
3077,Education,14,2011,Concrete,1536.8212963650005,499.45443495775123,London,United Kingdom,51.43490076441308,-0.4798817657998712
42234,Healthcare,23,2018,Timber,13506.23491792495,319.79530515520554,Madrid,Spain,40.328830619996985,-3.6873642703338887
21291,Education,24,2005,Concrete,12128.540180124217,569.6557315355886,Lisbon,Portugal,38.75722545517421,-9.075380544189626
45161,Residential,33,1989,Steel,34611.42382538696,766.4007401383266,Paris,France,48.9887018665928,2.4180026474811265
5676,Education,21,1995,Timber,1631.1945715457205,287.38452634702617,Dublin,Ireland,53.32674368289045,-6.296292158377835
39378,Residential,27,2020,Timber,12995.096734314155,330.00905922886267,Amsterdam,Netherlands,52.32693119536551,4.921764794520729
32554,Office,2,1992,Mixed,11566.079602203334,355.28904596066025,Berlin,Germany,52.54306200760261,13.392416403669028
9780,Education,31,2017,Mixed,4684.980707025055,479.0368821089014,Berlin,Germany,52.402965495116966,13.397504917476596
49400,Residential,34,1995,Concrete,31212.460848045863,631.8311912559891,Stockholm,Sweden,59.20916106025937,17.957365116408802
22758,Residential,19,1980,Concrete,13548.9196190141,595.3475533444986,Lisbon,Portugal,38.75078511075661,-9.046605836659106
27803,Office,39,1994,Steel,19908.494438787395,716.0556212922128,Berlin,Germany,52.48591828318796,13.418817523208208
20840,Healthcare,20,2007,Timber,7541.418071755108,361.8722683183833,Stockholm,Sweden,59.222755725514425,18.145309941273176
19416,Office,25,2002,Concrete,11141.709431830948,573.8416477045193,London,United Kingdom,51.69524226593904,-0.4538302113090397
9868,Residential,3,2024,Steel,5105.94286755915,517.4242873489208,London,United Kingdom,51.526078138963754,-0.03998817985426034
33168,Office,30,2011,Steel,21872.27353820733,659.4390237037907,Lisbon,Portugal,38.77723639746052,-9.058007583876456
17899,Office,20,2023,Timber,4655.8937739481225,260.1203292892409,Dublin,Ireland,53.352134465823475,-6.249464841980043
48098,Office,30,1987,Steel,33860.67930656732,703.9934988267146,Stockholm,Sweden,59.257654690518365,18.197449478905174
27329,Healthcare,27,2018,Timber,9605.352549579253,351.4710582011509,Paris,France,48.866623407060715,2.454660081741038
15860,Healthcare,32,2008,Mixed,9913.493228901334,625.062624773098,Rome,Italy,41.923708347595316,12.54135044646164
47434,Education,17,1985,Steel,28981.633340974317,610.988601867317,London,United Kingdom,51.51494343274875,0.026773761410196717
47278,Residential,11,2012,Timber,10970.690587439465,232.04641878758545,Amsterdam,Netherlands,52.30063558066769,4.8473225322232745
40862,Education,28,1994,Mixed,20608.488501477146,504.34360778907404,Lisbon,Portugal,38.79605278153411,-9.184153818526406
21924,Education,23,2011,Mixed,10657.150050746824,486.0951491856789,London,United Kingdom,51.58035717437412,-0.29422026376997223
20619,Education,5,1984,Mixed,6962.250985306571,337.661913056238,Berlin,Germany,52.43015254874107,13.419646325781473
2894,Healthcare,25,1998,Timber,1044.2858917597061,360.84515955760406,Rome,Italy,41.81348516568653,12.42446609923509
25558,Residential,20,1993,Timber,7378.5706383335,288.69906245924955,Stockholm,Sweden,59.222841040044635,17.97844791971129
13374,Office,31,1981,Mixed,6859.839032628739,512.9235107394003,Stockholm,Sweden,59.392611498067765,17.95775322158548
45730,Healthcare,32,2018,Mixed,25705.586655005533,562.1164805380611,Berlin,Germany,52.440144156205406,13.349348476155777
17712,Residential,16,2005,Steel,10154.585673907332,573.3167160065116,Oslo,Norway,59.97555102628252,10.802518966734961
36273,Healthcare,12,1991,Timber,10465.87595572398,288.5307516809742,Paris,France,48.81071831513132,2.3253714591787027
32896,Residential,24,2012,Steel,19924.248606367142,605.6738997558105,Rome,Italy,41.96483649255467,12.443698026640233
14859,Healthcare,20,2005,Mixed,8624.262520949553,580.4066573086717,Stockholm,Sweden,59.361821921964406,18.087712587555664
35263,Office,3,2020,Mixed,11677.52010514444,331.1550380042662,Madrid,Spain,40.38940405153946,-3.714036933078359
42567,Education,24,1988,Timber,13618.814693169172,319.93832530291473,Amsterdam,Netherlands,52.30848492852979,4.815891922817944
30743,Healthcare,12,1996,Mixed,15284.937818467468,497.18432874044396,Oslo,Norway,59.99470639203375,10.847430681884836
31878,Residential,8,2013,Concrete,14119.85778596496,442.93424261136084,Lisbon,Portugal,38.706185401788666,-9.104839348830133
41933,Education,39,2001,Timber,15311.858241651926,365.15055544921483,Rome,Italy,41.83846103134111,12.584776752499415
35889,Residential,17,2020,Timber,8759.730602452071,244.07842521251834,London,United Kingdom,51.59587635071992,0.1995933535172213
41423,Residential,26,2021,Mixed,18847.13323538721,454.99199081155905,Dublin,Ireland,53.3288940728522,-6.279928049394309
13292,Healthcare,1,2010,Timber,2890.4632981913296,217.45886986091855,Dublin,Ireland,53.377948423568306,-6.28242555961035
30209,Education,2,2013,Steel,17450.49799400036,577.6589093978735,Madrid,Spain,40.4020649225903,-3.6318838692876585
16590,Healthcare,27,1999,Steel,14294.394321547976,861.6271441559961,Madrid,Spain,40.40465142819573,-3.749567427021876
17394,Healthcare,14,2023,Mixed,9539.25942709862,548.422411584375,Berlin,Germany,52.59714052849178,13.468823566470862
34522,Office,20,1996,Timber,9750.590723312725,282.44570776063745,Berlin,Germany,52.47978073776545,13.520891407611808
47713,Residential,11,1995,Concrete,24517.016884151813,513.8435412602815,Dublin,Ireland,53.341844151117684,-6.277791125782367
25406,Healthcare,22,1983,Mixed,13482.652804445723,530.6877432278093,Paris,France,48.872486069791016,2.4296328596310555
3232,Education,10,1991,Timber,700.1701062392223,216.63679029678906,Rome,Italy,41.989083795951366,12.576256004581202
29835,Healthcare,6,1989,Timber,7791.893834563098,261.16620863291763,Lisbon,Portugal,38.740591909711824,-9.040203869431403
18853,Residential,33,2005,Concrete,12329.744459359104,653.9937654144753,Amsterdam,Netherlands,52.312796207240204,4.851955555804944
49146,Office,2,2009,Concrete,20639.396656746307,419.96086470407164,Oslo,Norway,59.83530371810442,10.819448067301307
33852,Healthcare,34,2019,Concrete,24222.56824596732,715.5431952607621,London,United Kingdom,51.58716383933996,-0.2932492221854116
26196,Office,18,2019,Steel,17382.66120327598,663.5616583934944,Amsterdam,Netherlands,52.39197141237607,4.944069997484215
26850,Education,31,1983,Steel,20615.29178987433,767.794852509286,Rome,Italy,41.954924898962275,12.518623144859983
13247,Education,3,2018,Timber,2751.1627015872436,207.68194320127148,Rome,Italy,41.86655349874344,12.53745738764961
18418,Office,12,1994,Steel,10998.406891952282,597.1553313037399,Oslo,Norway,59.97738045909837,10.81038823265932
18635,Education,27,2017,Concrete,10833.563410279681,581.3556968220919,Dublin,Ireland,53.38173904642121,-6.199549180317825
37671,Residential,1,2000,Concrete,16687.07498596473,442.96872888866045,Dublin,Ireland,53.37609581197331,-6.110067436160347
41887,Healthcare,19,2013,Concrete,28503.6031652862,680.4880551313344,Stockholm,Sweden,59.305547768784514,18.11366513129133
12940,Office,25,2003,Mixed,5600.127951278476,432.7765031899904,Paris,France,48.81155461749556,2.3605432167418265
8435,Education,29,2008,Mixed,4018.5048938229834,476.40840472115985,Berlin,Germany,52.40745714119439,13.500996320167596
21552,Education,17,2012,Concrete,10467.36656619628,485.6795919727301,Madrid,Spain,40.31224967352138,-3.7424036901212365
26557,Office,24,2023,Timber,7600.259351992308,286.18666837339714,Paris,France,48.971806677295916,2.37884863323152
14344,Healthcare,7,1998,Steel,10807.443208212691,753.4469609741141,Lisbon,Portugal,38.78957380380882,-9.035035590158596
43379,Residential,20,2005,Mixed,18761.460701325344,432.5009959041321,Lisbon,Portugal,38.786538080602206,-9.037455456074253
45320,Education,37,2007,Concrete,31081.729793344126,685.8281066492525,Amsterdam,Netherlands,52.36190958112635,4.945513672014259
28891,Residential,30,1983,Concrete,16820.859769661034,582.2179837894512,Dublin,Ireland,53.307519428400916,-6.101179847177934
49718,Office,23,2021,Steel,32345.172084752303,650.5726715626595,Paris,France,48.90789513033395,2.428975482284607
6608,Office,12,1984,Timber,1708.6447684553234,258.5721501899702,Rome,Italy,41.971706323210796,12.433840624065164
36099,Residential,21,1994,Mixed,16403.25930015427,454.39650129239783,Lisbon,Portugal,38.72470585173464,-9.15237515920853
19858,Education,5,1998,Timber,4168.154872526036,209.89801956521484,Rome,Italy,41.89071166235433,12.558138313989474
8265,Education,28,2000,Steel,5878.572785342181,711.2610750565252,Oslo,Norway,59.882485651286906,10.689897740566629
8499,Healthcare,1,2015,Mixed,3522.566831589495,414.4683882326738,Oslo,Norway,59.969504169208335,10.87630423322924
43507,Residential,38,1999,Steel,31275.49017691546,718.8611068774096,Dublin,Ireland,53.37346462768412,-6.285274213555531
22164,Residential,25,1984,Timber,6801.964158784084,306.8924453521063,Amsterdam,Netherlands,52.353376486347926,4.811582024575161
47285,Healthcare,29,2016,Timber,18839.309279643392,398.42041407726316,Rome,Italy,41.81140970643857,12.52237179100294
46894,Healthcare,34,2020,Mixed,30477.73229640596,649.9281847657687,Lisbon,Portugal,38.754408926751694,-9.059796621003365
9722,Residential,6,1994,Concrete,4915.538449345998,505.6097972995266,London,United Kingdom,51.6852052946882,-0.4487083236696765
15703,Healthcare,18,1989,Mixed,8735.281310691485,556.2810488882051,Amsterdam,Netherlands,52.33224443743211,4.925400986919033
24701,Education,4,1983,Timber,5329.748440633119,215.77055344452125,Lisbon,Portugal,38.76449239370431,-9.025313312397412
43040,Education,28,2009,Concrete,26315.75616335373,611.4255614162112,Amsterdam,Netherlands,52.30027900994452,4.822110163620809
25414,Office,28,1987,Mixed,11690.229327093268,459.99171036016634,Oslo,Norway,59.97740969012632,10.706196576174909
30230,Education,31,1985,Mixed,15817.11906296763,523.2259035053797,Stockholm,Sweden,59.26302577212727,18.010668821529855
32464,Residential,29,2018,Concrete,20492.40175053641,631.2346522466859,Paris,France,48.82411519500204,2.45345948200902
25453,Healthcare,1,1991,Mixed,11888.354603906086,467.0708601699637,Dublin,Ireland,53.31584348480657,-6.2159329438975846
49679,Office,33,2012,Mixed,25634.58324374432,516.0044132076797,London,United Kingdom,51.49904425638241,-0.012567296271101758
44457,Office,36,2003,Timber,14953.351039404948,336.3553779923285,Berlin,Germany,52.422114210167855,13.507080768977664
45829,Healthcare,15,1988,Timber,13448.987283296954,293.46019514492906,Stockholm,Sweden,59.35798958665347,18.11520995525115
35708,Education,39,2009,Steel,27255.576741947192,763.2904879003919,Stockholm,Sweden,59.27016128440903,17.965533131417857
22603,Residential,23,1987,Concrete,12423.239910440918,549.6279215343502,Paris,France,48.811841937158,2.430007610549209
33494,Residential,20,2004,Steel,21156.479692991874,631.6498385678592,Madrid,Spain,40.489405331470365,-3.6515027585755617
32784,Office,23,2000,Timber,9208.142699187862,280.8730691553155,Madrid,Spain,40.38931158194418,-3.7410598469166896
23187,Healthcare,19,1984,Steel,19098.84815630106,823.6877628111038,Amsterdam,Netherlands,52.33477218104935,4.879082698078461
47006,Education,10,2010,Concrete,24088.625800837624,512.4585329710595,London,United Kingdom,51.608999464102745,0.1263108324679696
26626,Healthcare,16,2020,Concrete,15884.580989600032,596.581574010367,Lisbon,Portugal,38.70574451340994,-9.047054509299777
13631,Office,28,1997,Mixed,7086.182621366233,519.8578696622576,London,United Kingdom,51.66804276955426,-0.39141716008136046
15838,Education,38,1980,Steel,11605.941212394613,732.7908329583669,Lisbon,Portugal,38.72143552982474,-9.115503525837552
23785,Office,20,2011,Timber,6755.186874032767,284.0103794001584,Rome,Italy,41.910116088960756,12.526167457624025
13515,Education,24,2017,Steel,9643.090782935278,713.5102318117113,London,United Kingdom,51.461117615289915,-0.009916870127794741
15793,Office,10,2001,Mixed,6813.938039007686,431.45305128903226,Rome,Italy,41.85903901647427,12.50173292958494
47343,Office,24,1980,Concrete,29479.92060426664,622.6880553464428,Dublin,Ireland,53.34004202232535,-6.145488578933602
33643,Education,8,2023,Timber,6853.700846235726,203.71848070135619,London,United Kingdom,51.62488746099437,-0.011578920693927075
5038,Healthcare,10,1985,Timber,1523.5832810847023,302.4182773093891,Lisbon,Portugal,38.71880694802884,-9.1432415310936
31218,Education,18,1988,Mixed,13083.604267193632,419.10449955774334,Lisbon,Portugal,38.72215556044784,-9.100671750347017
19543,Office,12,1992,Mixed,8676.07933155169,443.9481825488251,Paris,France,48.962596004504924,2.255341371655293
48060,Residential,33,1994,Timber,15990.578434153607,332.7211492749398,Amsterdam,Netherlands,52.33187340434972,4.80408391000606
27125,Education,21,1999,Steel,16852.924313730444,621.30596548315,Dublin,Ireland,53.34132183663346,-6.181883463630602
46722,Office,5,1984,Mixed,16837.50197184321,360.3763103429479,Oslo,Norway,59.87854783329161,10.775404333226545
22639,Office,14,2018,Timber,6083.875449826681,268.73428375046075,Stockholm,Sweden,59.27525949416018,17.9535548889112
3446,Education,6,1995,Concrete,1498.7517997913956,434.92507248734637,Lisbon,Portugal,38.75459771310436,-9.105977244887622
22932,Education,20,1995,Timber,6970.634732069847,303.9697685361001,London,United Kingdom,51.57556713580862,-0.013737825055060882
12255,Office,18,2006,Steel,7118.483103274751,580.8635743186251,Paris,France,48.871580895432054,2.214867525911578
16592,Office,17,2008,Steel,11203.219713596003,675.2181601733367,Dublin,Ireland,53.3291494396156,-6.131620583851589
40657,Office,31,1991,Mixed,22476.04136237746,552.8209499564025,Stockholm,Sweden,59.2804219641632,17.984728962354932
35091,Office,30,2004,Timber,11335.77070087615,323.0392608040851,Rome,Italy,41.960305142381166,12.529186900087044
19582,Residential,5,1998,Concrete,9458.174035218326,483.0034743753614,London,United Kingdom,51.553198835820616,-0.18856341320393155
11502,Education,21,2007,Steel,7317.0749157170385,636.1567480192174,Rome,Italy,41.85338456419982,12.428464088250696
49986,Residential,15,1999,Steel,31266.23020906916,625.4997441097339,London,United Kingdom,51.42270139859629,0.11291003392885302
46221,Healthcare,4,1993,Concrete,28603.63398094904,618.8449834696141,Berlin,Germany,52.46120562888573,13.581649548987128
49755,Office,21,2023,Steel,33798.545381554155,679.2994750588716,Oslo,Norway,59.8191682469906,10.606516565181293
41965,Healthcare,3,2013,Steel,29747.808430296467,708.8718796686874,Paris,France,48.84792320870553,2.4138501978242566
26854,Office,34,2008,Timber,8685.0220482642,323.4163271119461,Paris,France,48.81104656874752,2.44305956964256
19658,Healthcare,11,1999,Mixed,9443.77740598943,480.40377484939614,Amsterdam,Netherlands,52.3859951717333,4.90794969164722
2385,Residential,34,2009,Timber,872.2392264985591,365.71875324887174,Rome,Italy,41.84876997074767,12.577112445113187
7740,Residential,7,2016,Steel,4186.25088799131,540.8592878541745,Stockholm,Sweden,59.2859803395139,17.954782824942534
37059,Healthcare,19,1980,Steel,29470.723505972685,795.2379585518412,Stockholm,Sweden,59.395565972875985,17.92152320463372
31470,Education,31,2017,Steel,23527.32425696519,747.6111934212008,Amsterdam,Netherlands,52.37033354627254,4.933707954710949
9709,Education,9,2023,Steel,6224.250059251003,641.0804469307861,Paris,France,48.84478160066913,2.235011288699433
49831,Education,15,1984,Steel,28222.447271582536,566.3632532275599,Amsterdam,Netherlands,52.32488949876298,4.996609434125321
13582,Healthcare,32,1999,Concrete,9661.60310439955,711.3534902370454,Berlin,Germany,52.410187262690805,13.559018698331231
28284,Healthcare,23,2006,Concrete,17876.599901170415,632.0393120198845,Oslo,Norway,59.9335247324555,10.604864583872223
41126,Office,24,2011,Timber,12108.85320822325,294.4330401260334,Paris,France,48.863387118959956,2.4701745085137192
24105,Office,12,2016,Concrete,13445.181047331283,557.7756086841437,Rome,Italy,41.88722123861072,12.43960698341027
10421,Education,23,2004,Steel,7487.087679963664,718.4615372770045,Berlin,Germany,52.56246050936859,13.435022916374871
9274,Healthcare,1,2024,Mixed,3873.7990242556175,417.70530776963744,Dublin,Ireland,53.32372745323545,-6.203312156124344
6430,Residential,14,2000,Timber,1474.0530591411944,229.24619893331175,London,United Kingdom,51.56643249323856,-0.45492017091328174
13292,Healthcare,39,1989,Timber,5982.1948291622175,450.0597975596011,Madrid,Spain,40.4110593725706,-3.7808267496388006
19466,Office,20,2015,Timber,5138.549500521619,263.97562419200756,Stockholm,Sweden,59.33389846723326,18.05221111103139
26229,Healthcare,36,1992,Steel,23843.067587006553,909.0345642993082,Berlin,Germany,52.584039683507704,13.56877856352116
4729,Residential,9,1994,Timber,994.9868483200743,210.40110981604445,Dublin,Ireland,53.31089057249941,-6.267204788726194
23963,Healthcare,7,1996,Timber,6402.9054214521,267.19965870100157,Dublin,Ireland,53.36925699080348,-6.1865266542283095
31149,Office,18,2014,Timber,8929.330296484197,286.66507099695644,Stockholm,Sweden,59.24189184601225,18.046632896931094
38881,Office,4,1991,Steel,20341.066787484713,523.1621302817498,Lisbon,Portugal,38.7659596361333,-9.120059356565246
45186,Residential,4,2017,Mixed,15530.047150118211,343.6915670809147,Rome,Italy,41.989080798370374,12.46133421077807
6063,Residential,28,1992,Mixed,3202.1617558404164,528.1480712255346,Paris,France,48.945066049876985,2.470274558358865
5322,Healthcare,20,1991,Concrete,3457.7164554097317,649.7024531021668,Lisbon,Portugal,38.73199702105801,-9.109539260107807
21554,Office,25,1999,Steel,13546.413582686924,628.4872219860315,Amsterdam,Netherlands,52.30822457568458,4.826668827891845
24816,Residential,21,1997,Steel,16899.946300666325,681.0100862615379,London,United Kingdom,51.68362667434586,-0.21877001290735998
6849,Residential,16,2003,Mixed,2854.2640434948926,416.74172046939594,Stockholm,Sweden,59.342855979125595,18.087869802170804
